City,Total_cases,Total_deaths,New_deaths,Active_cases,Total_tests,Date
Grand Princess Ship ,103,3.0, ,100,,07-12-2020
Northern Mariana Islands ,33,2.0, ,12,11335.0,07-12-2020
New York ,428090,32444.0,41 ,208822,4724882.0,07-13-2020
California ,327687,7053.0,2 ,234347,5406599.0,07-13-2020
Florida ,282435,4277.0,35 ,245508,2642613.0,07-13-2020
Texas ,265556,3260.0, ,129658,2757859.0,07-13-2020
New Jersey ,181143,15634.0,25 ,83824,1700385.0,07-13-2020
Illinois ,155048,7388.0, ,31915,1982982.0,07-13-2020
Arizona ,123824,2245.0,8 ,106750,892480.0,07-13-2020
Georgia ,116926,3001.0, ,95505,1266240.0,07-13-2020
Massachusetts ,111597,8325.0, ,8925,1032085.0,07-13-2020
Pennsylvania ,99955,6963.0,5 ,19638,931474.0,07-13-2020
North Carolina ,87528,1533.0, ,30677,1220486.0,07-13-2020
Louisiana ,79827,3428.0,7 ,30065,953426.0,07-13-2020
Michigan ,76776,6314.0, ,17621,1499089.0,07-13-2020
Maryland ,73527,3325.0,6 ,64972,818993.0,07-13-2020
Virginia ,71642,1968.0,2 ,60344,895868.0,07-13-2020
Ohio ,65628,3063.0, ,17902,1002463.0,07-13-2020
Tennessee ,61960,741.0, ,25364,1017498.0,07-13-2020
South Carolina ,56648,961.0, ,34731,538022.0,07-13-2020
Alabama ,55545,1124.0,3 ,28638,518827.0,07-13-2020
Indiana ,52037,2762.0,2 ,10652,564647.0,07-13-2020
Connecticut ,47287,4348.0, ,26054,556230.0,07-13-2020
Minnesota ,42772,1542.0,2 ,4031,768989.0,07-13-2020
Washington ,41405,1424.0, ,26759,668466.0,07-13-2020
Colorado ,36913,1725.0, ,23015,396303.0,07-13-2020
Mississippi ,36680,1250.0,1 ,9498,356963.0,07-13-2020
Wisconsin ,36448,821.0, ,7309,689800.0,07-13-2020
Iowa ,35502,753.0,3 ,8170,376500.0,07-13-2020
Utah ,29484,215.0, ,11966,413058.0,07-13-2020
Missouri ,29079,1117.0, ,21857,535616.0,07-13-2020
Veteran Affairs ,28717,1791.0,9 ,5802,365880.0,07-13-2020
Nevada ,28515,593.0, ,9424,443136.0,07-13-2020
Arkansas ,28367,321.0, ,6455,382402.0,07-13-2020
US Military ,25822,42.0,1 ,15107,,07-13-2020
Nebraska ,21172,285.0, ,5027,211901.0,07-13-2020
Oklahoma ,20745,424.0,2 ,4506,423285.0,07-13-2020
Kentucky ,19389,625.0, ,13442,475983.0,07-13-2020
Kansas ,19161,296.0, ,7596,217779.0,07-13-2020
Rhode Island ,17487,984.0,8 ,14818,282725.0,07-13-2020
New Mexico ,15028,545.0, ,8161,418357.0,07-13-2020
Delaware ,12879,517.0, ,5242,136428.0,07-13-2020
Oregon ,12170,234.0, ,8927,296172.0,07-13-2020
District Of Columbia ,10906,568.0, ,8582,130220.0,07-13-2020
Idaho ,10902,102.0, ,7686,124531.0,07-13-2020
Puerto Rico ,10010,167.0, ,8484,359473.0,07-13-2020
Federal Prisons ,9030,95.0, ,3180,27954.0,07-13-2020
Navajo Nation ,8142,396.0, ,4615,59331.0,07-13-2020
South Dakota ,7499,109.0, ,868,90608.0,07-13-2020
New Hampshire ,6054,391.0, ,636,156428.0,07-13-2020
North Dakota ,4334,87.0, ,677,122479.0,07-13-2020
West Virginia ,4259,96.0, ,1344,207595.0,07-13-2020
Maine ,3558,114.0, ,436,131698.0,07-13-2020
Wyoming ,1862,21.0, ,469,56102.0,07-13-2020
Montana ,1843,32.0,3 ,946,114661.0,07-13-2020
Alaska ,1479,17.0, ,847,145475.0,07-13-2020
Vermont ,1301,56.0, ,156,75851.0,07-13-2020
Hawaii ,1220,19.0, ,311,112882.0,07-13-2020
Guam ,312,5.0, ,105,17000.0,07-13-2020
United States Virgin Islands ,206,6.0, ,104,4296.0,07-13-2020
Grand Princess Ship ,103,3.0, ,100,,07-13-2020
Northern Mariana Islands ,33,2.0, ,12,11335.0,07-13-2020
New York ,429044,32461.0,16 ,200403,4784927.0,07-14-2020
California ,336037,7101.0,5 ,239824,5544365.0,07-14-2020
Florida ,291629,4409.0,132 ,253460,2688366.0,07-14-2020
Texas ,274712,3340.0, ,134953,2820803.0,07-14-2020
New Jersey ,181601,15658.0,19 ,80423,1721231.0,07-14-2020
Illinois ,155931,7394.0, ,32698,2012994.0,07-14-2020
Arizona ,128097,2337.0,92 ,110506,899994.0,07-14-2020
Georgia ,120569,3026.0, ,98358,1293302.0,07-14-2020
Massachusetts ,111827,8330.0, ,9150,1040987.0,07-14-2020
Pennsylvania ,100648,6978.0,15 ,19949,947283.0,07-14-2020
North Carolina ,89484,1551.0, ,32615,1220486.0,07-14-2020
Louisiana ,82051,3448.0,20 ,32269,976455.0,07-14-2020
Michigan ,77198,6321.0, ,18036,1517856.0,07-14-2020
Maryland ,74260,3334.0,9 ,65696,834408.0,07-14-2020
Virginia ,72443,1977.0,9 ,61043,913295.0,07-14-2020
Ohio ,66891,3069.0, ,18628,1020811.0,07-14-2020
Tennessee ,65274,749.0, ,27529,1053424.0,07-14-2020
South Carolina ,58168,972.0, ,36240,553515.0,07-14-2020
Alabama ,57255,1164.0,40 ,30308,518827.0,07-14-2020
Indiana ,52685,2775.0,13 ,10996,578409.0,07-14-2020
Connecticut ,47510,4371.0, ,26254,587331.0,07-14-2020
Minnesota ,43170,1548.0,6 ,3873,777614.0,07-14-2020
Washington ,42741,1438.0, ,27639,708274.0,07-14-2020
Mississippi ,37542,1272.0,22 ,10338,363662.0,07-14-2020
Colorado ,37242,1727.0, ,22944,401942.0,07-14-2020
Wisconsin ,36942,821.0, ,7451,696421.0,07-14-2020
Iowa ,35831,757.0,2 ,8193,381290.0,07-14-2020
Missouri ,30049,1133.0, ,22646,546272.0,07-14-2020
Utah ,30030,216.0, ,12086,418335.0,07-14-2020
Nevada ,29619,612.0,19 ,10099,443136.0,07-14-2020
Veteran Affairs ,29340,1813.0,21 ,5675,376523.0,07-14-2020
Arkansas ,28939,323.0, ,6510,389505.0,07-14-2020
US Military ,25822,42.0, ,15107,,07-14-2020
Oklahoma ,21738,428.0,4 ,4675,444852.0,07-14-2020
Nebraska ,21399,288.0, ,5086,216481.0,07-14-2020
Kansas ,20241,298.0,1 ,8639,231175.0,07-14-2020
Kentucky ,19653,629.0, ,13680,480372.0,07-14-2020
Rhode Island ,17588,985.0,1 ,14912,282725.0,07-14-2020
New Mexico ,15291,548.0, ,8380,424355.0,07-14-2020
Delaware ,12969,518.0,1 ,5312,139363.0,07-14-2020
Oregon ,12438,237.0, ,9107,300069.0,07-14-2020
Idaho ,11402,102.0, ,8038,129540.0,07-14-2020
District Of Columbia ,10946,568.0, ,8622,130220.0,07-14-2020
Puerto Rico ,10123,169.0,2 ,8595,359473.0,07-14-2020
Federal Prisons ,9223,96.0, ,3371,28196.0,07-14-2020
Navajo Nation ,8243,401.0, ,4711,60586.0,07-14-2020
South Dakota ,7524,109.0, ,872,91378.0,07-14-2020
New Hampshire ,6068,391.0, ,621,157666.0,07-14-2020
North Dakota ,4493,88.0,1 ,752,123878.0,07-14-2020
West Virginia ,4316,97.0, ,1336,211006.0,07-14-2020
Maine ,3566,114.0, ,390,133231.0,07-14-2020
Montana ,1952,34.0,2 ,1043,118695.0,07-14-2020
Wyoming ,1904,21.0, ,471,56993.0,07-14-2020
Alaska ,1539,17.0, ,902,146590.0,07-14-2020
Vermont ,1305,56.0, ,153,76581.0,07-14-2020
Hawaii ,1243,22.0, ,310,114109.0,07-14-2020
Guam ,312,5.0, ,105,17476.0,07-14-2020
United States Virgin Islands ,206,6.0, ,104,4296.0,07-14-2020
Grand Princess Ship ,103,3.0, ,100,,07-14-2020
Northern Mariana Islands ,33,2.0, ,12,11335.0,07-14-2020
New York ,429278,32462.0, ,200636,4784927.0,07-15-2020
California ,346589,7243.0,8 ,247848,5674955.0,07-15-2020
Florida ,301810,4521.0,112 ,263070,2739169.0,07-15-2020
Texas ,285772,3471.0, ,139903,2864541.0,07-15-2020
New Jersey ,181773,15662.0, ,80591,1721231.0,07-15-2020
Illinois ,156638,7419.0, ,32988,2041440.0,07-15-2020
Arizona ,131354,2434.0,97 ,113242,936277.0,07-15-2020
Georgia ,123963,3054.0, ,100939,1317147.0,07-15-2020
Massachusetts ,112130,8340.0, ,9443,1053595.0,07-15-2020
Pennsylvania ,101732,7003.0,22 ,20293,968649.0,07-15-2020
North Carolina ,91266,1586.0, ,22556,1284637.0,07-15-2020
Louisiana ,84133,3463.0,15 ,27382,1001200.0,07-15-2020
Michigan ,77864,6326.0, ,17671,1539360.0,07-15-2020
Maryland ,75016,3341.0,7 ,66437,855941.0,07-15-2020
Virginia ,73527,1992.0,15 ,62008,928868.0,07-15-2020
Ohio ,68059,3076.0, ,18701,1039767.0,07-15-2020
Tennessee ,66788,767.0, ,27749,1071320.0,07-15-2020
South Carolina ,60389,993.0, ,35547,563948.0,07-15-2020
Alabama ,59067,1211.0,47 ,32073,540207.0,07-15-2020
Indiana ,53370,2785.0,10 ,11430,586589.0,07-15-2020
Connecticut ,47530,4372.0, ,25452,589778.0,07-15-2020
Minnesota ,43742,1558.0,10 ,4005,790497.0,07-15-2020
Washington ,43577,1404.0, ,28305,718234.0,07-15-2020
Wisconsin ,38727,827.0,1 ,8625,725026.0,07-15-2020
Colorado ,37686,1738.0, ,22910,406967.0,07-15-2020
Mississippi ,37542,1272.0, ,10338,363662.0,07-15-2020
Iowa ,36161,760.0,3 ,8296,384765.0,07-15-2020
Missouri ,31209,1144.0,7 ,23605,556202.0,07-15-2020
Utah ,30478,226.0, ,12141,424521.0,07-15-2020
Veteran Affairs ,30113,1825.0,12 ,5840,384015.0,07-15-2020
Arkansas ,29733,331.0, ,6558,395212.0,07-15-2020
Nevada ,29619,612.0, ,9237,452381.0,07-15-2020
US Military ,27088,44.0,2 ,16371,,07-15-2020
Oklahoma ,21738,428.0, ,4675,444852.0,07-15-2020
Nebraska ,21717,286.0, ,5226,219996.0,07-15-2020
Kansas ,20302,298.0, ,8277,231175.0,07-15-2020
Kentucky ,20223,635.0, ,14199,494343.0,07-15-2020
Rhode Island ,17640,987.0,2 ,14961,293844.0,07-15-2020
New Mexico ,15514,551.0, ,8534,430006.0,07-15-2020
Delaware ,13050,521.0,3 ,5345,141600.0,07-15-2020
Oregon ,12805,244.0, ,9432,304802.0,07-15-2020
Idaho ,11718,103.0, ,8255,133142.0,07-15-2020
District Of Columbia ,11026,571.0,3 ,8681,133916.0,07-15-2020
Puerto Rico ,10379,171.0,2 ,8849,359473.0,07-15-2020
Federal Prisons ,9529,96.0, ,3623,29067.0,07-15-2020
Navajo Nation ,8290,401.0, ,4758,63771.0,07-15-2020
South Dakota ,7572,109.0, ,864,92164.0,07-15-2020
New Hampshire ,6091,392.0, ,598,158875.0,07-15-2020
North Dakota ,4565,88.0, ,717,126564.0,07-15-2020
West Virginia ,4463,97.0, ,1384,215450.0,07-15-2020
Maine ,3578,114.0, ,385,135727.0,07-15-2020
Montana ,2096,34.0, ,1147,123758.0,07-15-2020
Wyoming ,1951,22.0, ,467,57245.0,07-15-2020
Alaska ,1579,17.0, ,920,149473.0,07-15-2020
Vermont ,1318,56.0, ,163,77624.0,07-15-2020
Hawaii ,1264,22.0, ,321,116275.0,07-15-2020
Guam ,313,5.0, ,98,17671.0,07-15-2020
United States Virgin Islands ,243,6.0, ,125,5079.0,07-15-2020
Grand Princess Ship ,103,3.0, ,100,,07-15-2020
Northern Mariana Islands ,36,2.0, ,15,11335.0,07-15-2020
New York ,430277,32495.0, ,192652,4848525.0,07-16-2020
California ,355285,7374.0,13 ,252754,5793276.0,07-16-2020
Florida ,315775,4677.0,156 ,276879,2819000.0,07-16-2020
Texas ,298007,3625.0, ,145106,2924288.0,07-16-2020
New Jersey ,182094,15705.0, ,77519,1742347.0,07-16-2020
Illinois ,157825,7427.0, ,34042,2079601.0,07-16-2020
Arizona ,134613,2492.0,58 ,115966,936277.0,07-16-2020
Georgia ,127834,3091.0, ,104773,1342066.0,07-16-2020
Massachusetts ,112347,8368.0, ,8589,1064903.0,07-16-2020
Pennsylvania ,102680,7034.0,11 ,21210,968649.0,07-16-2020
North Carolina ,93426,1604.0, ,24698,1284637.0,07-16-2020
Louisiana ,86411,3485.0,22 ,29638,1001200.0,07-16-2020
Michigan ,78913,6330.0, ,18716,1575162.0,07-16-2020
Maryland ,75664,3347.0,6 ,67079,855941.0,07-16-2020
Virginia ,74431,2007.0,15 ,62780,946617.0,07-16-2020
Ohio ,69371,3083.0, ,18985,1058599.0,07-16-2020
Tennessee ,69061,783.0, ,28421,1097053.0,07-16-2020
South Carolina ,62245,998.0, ,37398,572823.0,07-16-2020
Alabama ,61000,1228.0,17 ,30036,550179.0,07-16-2020
Indiana ,54080,2795.0,10 ,11714,595558.0,07-16-2020
Connecticut ,47636,4380.0, ,25550,602116.0,07-16-2020
Washington ,44350,1425.0, ,28849,733886.0,07-16-2020
Minnesota ,44347,1566.0,8 ,4491,805212.0,07-16-2020
Mississippi ,39797,1308.0,18 ,12557,370454.0,07-16-2020
Wisconsin ,39627,831.0,4 ,8873,739297.0,07-16-2020
Colorado ,38155,1744.0, ,23126,413187.0,07-16-2020
Iowa ,36980,777.0,6 ,8843,394543.0,07-16-2020
Missouri ,32155,1150.0,6 ,24545,569393.0,07-16-2020
Utah ,30891,233.0, ,12065,432080.0,07-16-2020
Veteran Affairs ,30804,1842.0,15 ,5880,391181.0,07-16-2020
Nevada ,30468,618.0, ,9156,457522.0,07-16-2020
Arkansas ,30297,335.0, ,6439,400144.0,07-16-2020
US Military ,27088,44.0, ,15978,,07-16-2020
Oklahoma ,23441,438.0,6 ,4908,460246.0,07-16-2020
Nebraska ,21979,291.0, ,5364,223482.0,07-16-2020
Kansas ,21151,304.0,1 ,9007,239374.0,07-16-2020
Kentucky ,20677,645.0, ,14557,498179.0,07-16-2020
Rhode Island ,17711,988.0,1 ,15016,292662.0,07-16-2020
New Mexico ,15841,557.0, ,8788,437005.0,07-16-2020
Delaware ,13114,521.0, ,5357,143388.0,07-16-2020
Oregon ,13081,247.0, ,9673,311111.0,07-16-2020
Idaho ,12445,110.0, ,8822,136055.0,07-16-2020
District Of Columbia ,11076,574.0,3 ,8693,137944.0,07-16-2020
Puerto Rico ,10574,172.0,1 ,9043,359473.0,07-16-2020
Federal Prisons ,9730,96.0, ,3681,29896.0,07-16-2020
Navajo Nation ,8370,405.0, ,4834,64955.0,07-16-2020
South Dakota ,7652,111.0, ,878,93543.0,07-16-2020
New Hampshire ,6113,394.0, ,594,160214.0,07-16-2020
North Dakota ,4668,89.0,1 ,783,128056.0,07-16-2020
West Virginia ,4591,99.0,1 ,1493,217786.0,07-16-2020
Maine ,3598,114.0, ,390,135727.0,07-16-2020
Montana ,2231,35.0,1 ,1226,127840.0,07-16-2020
Wyoming ,1985,22.0, ,457,57629.0,07-16-2020
Alaska ,1631,17.0, ,945,156093.0,07-16-2020
Vermont ,1325,56.0, ,158,79040.0,07-16-2020
Hawaii ,1292,22.0, ,319,118842.0,07-16-2020
Guam ,314,5.0, ,96,17961.0,07-16-2020
United States Virgin Islands ,249,6.0, ,123,5453.0,07-16-2020
Grand Princess Ship ,103,3.0, ,100,,07-16-2020
Northern Mariana Islands ,36,2.0, ,15,11335.0,07-16-2020
New York ,432066,32527.0,9 ,177079,4999449.0,07-17-2020
California ,365125,7491.0,2 ,260423,5915508.0,07-17-2020
Florida ,327241,4805.0,128 ,287288,2884245.0,07-17-2020
Texas ,313060,3770.0, ,153351,2992102.0,07-17-2020
New Jersey ,182532,15736.0, ,71236,1768928.0,07-17-2020
Illinois ,159082,7452.0, ,34882,2122607.0,07-17-2020
Arizona ,138523,2583.0,91 ,119256,969837.0,07-17-2020
Georgia ,131275,3104.0, ,107399,1369484.0,07-17-2020
Massachusetts ,112581,8380.0, ,8811,1078972.0,07-17-2020
Pennsylvania ,103556,7062.0,11 ,21676,999390.0,07-17-2020
North Carolina ,95477,1622.0, ,26731,1312757.0,07-17-2020
Louisiana ,88590,3511.0,24 ,31791,1043940.0,07-17-2020
Michigan ,79839,6348.0, ,19624,1604845.0,07-17-2020
Maryland ,76371,3359.0,12 ,67726,872732.0,07-17-2020
Virginia ,75433,2013.0,6 ,63537,964222.0,07-17-2020
Tennessee ,71540,796.0, ,29494,1123038.0,07-17-2020
Ohio ,70601,3103.0, ,19168,1084732.0,07-17-2020
South Carolina ,64083,1070.0, ,39164,587567.0,07-17-2020
Alabama ,63091,1265.0,35 ,32090,562135.0,07-17-2020
Indiana ,54813,2803.0,8 ,12006,595558.0,07-17-2020
Connecticut ,47750,4389.0, ,24946,613569.0,07-17-2020
Washington ,45559,1432.0, ,29759,753174.0,07-17-2020
Minnesota ,45013,1573.0,7 ,4872,819511.0,07-17-2020
Wisconsin ,40507,833.0,2 ,9119,752704.0,07-17-2020
Mississippi ,39797,1308.0, ,12557,377756.0,07-17-2020
Colorado ,38726,1745.0, ,23227,421313.0,07-17-2020
Iowa ,37669,782.0,1 ,9319,403013.0,07-17-2020
Missouri ,33006,1153.0,3 ,25229,581364.0,07-17-2020
Nevada ,31915,626.0, ,9557,465682.0,07-17-2020
Utah ,31845,234.0, ,12397,439528.0,07-17-2020
Veteran Affairs ,31375,1857.0,14 ,5731,391181.0,07-17-2020
Arkansas ,31114,341.0, ,6578,406849.0,07-17-2020
US Military ,27088,44.0, ,15978,,07-17-2020
Oklahoma ,24140,445.0,7 ,4929,468644.0,07-17-2020
Nebraska ,22134,299.0, ,5334,226452.0,07-17-2020
Kansas ,21263,305.0,1 ,8841,239374.0,07-17-2020
Kentucky ,21083,650.0, ,14933,507197.0,07-17-2020
Rhode Island ,17793,990.0,2 ,15092,304770.0,07-17-2020
New Mexico ,16138,562.0, ,8998,443368.0,07-17-2020
Oregon ,13510,249.0, ,10062,318244.0,07-17-2020
Delaware ,13337,521.0, ,5501,144870.0,07-17-2020
Idaho ,13133,114.0, ,9343,139481.0,07-17-2020
Puerto Rico ,11120,177.0,5 ,9584,359473.0,07-17-2020
District Of Columbia ,11115,577.0,3 ,8695,140242.0,07-17-2020
Federal Prisons ,9875,96.0, ,3778,30498.0,07-17-2020
Navajo Nation ,8486,407.0,2 ,4948,64955.0,07-17-2020
South Dakota ,7694,115.0, ,842,94037.0,07-17-2020
New Hampshire ,6139,395.0, ,608,165088.0,07-17-2020
West Virginia ,4710,100.0,1 ,1482,219052.0,07-17-2020
North Dakota ,4668,89.0, ,783,128056.0,07-17-2020
Maine ,3636,115.0,1 ,427,138334.0,07-17-2020
Montana ,2366,37.0,2 ,1337,130404.0,07-17-2020
Wyoming ,2026,24.0, ,462,60203.0,07-17-2020
Alaska ,1693,17.0, ,988,163022.0,07-17-2020
Vermont ,1334,56.0, ,167,79040.0,07-17-2020
Hawaii ,1311,22.0, ,314,121512.0,07-17-2020
Guam ,314,5.0, ,95,18148.0,07-17-2020
United States Virgin Islands ,263,6.0, ,131,6165.0,07-17-2020
Grand Princess Ship ,103,3.0, ,100,,07-17-2020
Northern Mariana Islands ,37,2.0, ,16,11335.0,07-17-2020
New York ,433063,32550.0,15 ,170138,5069266.0,07-18-2020
California ,374522,7613.0,2 ,265348,6044099.0,07-18-2020
Florida ,337569,4898.0,93 ,295261,2935521.0,07-18-2020
Texas ,322556,3932.0, ,156433,3067620.0,07-18-2020
New Jersey ,182886,15770.0,14 ,68336,1781450.0,07-18-2020
Illinois ,160509,7465.0, ,14876,2166299.0,07-18-2020
Arizona ,141265,2730.0,147 ,121351,969837.0,07-18-2020
Georgia ,135183,3132.0, ,110491,1392154.0,07-18-2020
Massachusetts ,112879,8402.0, ,9087,1092734.0,07-18-2020
Pennsylvania ,104485,7076.0,8 ,21806,1011265.0,07-18-2020
North Carolina ,97958,1634.0, ,29200,1379143.0,07-18-2020
Louisiana ,88590,3511.0, ,31791,1043940.0,07-18-2020
Michigan ,80593,6355.0, ,20371,1638290.0,07-18-2020
Maryland ,77206,3368.0,9 ,68552,896990.0,07-18-2020
Virginia ,76373,2025.0,12 ,64372,978640.0,07-18-2020
Tennessee ,73819,815.0, ,30270,1149991.0,07-18-2020
Ohio ,72321,3119.0, ,19900,1112019.0,07-18-2020
South Carolina ,66060,1096.0, ,40059,601610.0,07-18-2020
Alabama ,65234,1286.0,21 ,34212,573441.0,07-18-2020
Indiana ,55654,2820.0,17 ,12413,614455.0,07-18-2020
Connecticut ,47893,4396.0, ,24212,627986.0,07-18-2020
Washington ,46506,1442.0, ,30204,767657.0,07-18-2020
Minnesota ,45470,1578.0,5 ,4582,835962.0,07-18-2020
Mississippi ,40829,1332.0, ,13565,385377.0,07-18-2020
Wisconsin ,40507,833.0, ,8416,752704.0,07-18-2020
Colorado ,39344,1751.0, ,23323,427699.0,07-18-2020
Iowa ,37904,787.0,3 ,9311,403726.0,07-18-2020
Nevada ,34477,646.0,9 ,10920,480442.0,07-18-2020
Missouri ,33902,1159.0,1 ,25934,590161.0,07-18-2020
Utah ,32572,235.0, ,12475,447806.0,07-18-2020
Veteran Affairs ,32131,1873.0,13 ,6194,404329.0,07-18-2020
Arkansas ,31762,353.0, ,6633,413005.0,07-18-2020
US Military ,29047,46.0, ,17086,,07-18-2020
Oklahoma ,25056,451.0,6 ,5419,479547.0,07-18-2020
Nebraska ,22361,301.0, ,5395,231407.0,07-18-2020
Kansas ,22191,305.0, ,9708,249353.0,07-18-2020
Kentucky ,21605,658.0, ,14175,522267.0,07-18-2020
Rhode Island ,17793,990.0, ,15086,304770.0,07-18-2020
New Mexico ,16456,565.0, ,9237,452298.0,07-18-2020
Oregon ,13802,254.0, ,10323,323478.0,07-18-2020
Idaho ,13752,118.0, ,9807,141636.0,07-18-2020
Delaware ,13429,523.0,2 ,5591,148610.0,07-18-2020
Puerto Rico ,11453,178.0,1 ,9916,359473.0,07-18-2020
District Of Columbia ,11194,578.0,1 ,8753,141607.0,07-18-2020
Federal Prisons ,10069,98.0, ,3906,31534.0,07-18-2020
Navajo Nation ,8486,407.0, ,4948,65759.0,07-18-2020
South Dakota ,7789,116.0, ,865,95974.0,07-18-2020
New Hampshire ,6165,395.0, ,582,166879.0,07-18-2020
North Dakota ,4907,90.0, ,788,131515.0,07-18-2020
West Virginia ,4894,100.0, ,1167,222427.0,07-18-2020
Maine ,3646,117.0,2 ,415,141394.0,07-18-2020
Montana ,2471,37.0, ,1359,131879.0,07-18-2020
Wyoming ,2108,24.0, ,494,61032.0,07-18-2020
Alaska ,1733,17.0, ,1019,165414.0,07-18-2020
Vermont ,1338,56.0, ,161,79366.0,07-18-2020
Hawaii ,1334,23.0, ,317,124068.0,07-18-2020
Guam ,314,5.0, ,87,18389.0,07-18-2020
United States Virgin Islands ,283,6.0, ,144,6654.0,07-18-2020
Grand Princess Ship ,103,3.0, ,100,,07-18-2020
Northern Mariana Islands ,37,2.0, ,16,11335.0,07-18-2020
New York ,433314,32552.0, ,170387,5069293.0,07-19-2020
California ,382968,7702.0, ,271375,6167218.0,07-19-2020
Florida ,350047,4982.0,84 ,307655,2935521.0,07-19-2020
Texas ,330501,4007.0, ,156913,3153623.0,07-19-2020
New Jersey ,182936,15776.0, ,68380,1781450.0,07-19-2020
Illinois ,161785,7483.0, ,15792,2212398.0,07-19-2020
Arizona ,143624,2761.0,31 ,123202,978863.0,07-19-2020
Georgia ,139872,3168.0, ,114329,1429437.0,07-19-2020
Massachusetts ,113238,8419.0, ,9429,1105882.0,07-19-2020
Pennsylvania ,104780,7079.0, ,21518,1011265.0,07-19-2020
North Carolina ,99778,1651.0, ,31003,1394864.0,07-19-2020
Louisiana ,88590,3511.0, ,31791,1043940.0,07-19-2020
Michigan ,81338,6364.0, ,19812,1672228.0,07-19-2020
Maryland ,78131,3377.0,9 ,69410,914954.0,07-19-2020
Virginia ,77430,2027.0,2 ,65386,998292.0,07-19-2020
Tennessee ,76336,838.0, ,31792,1172913.0,07-19-2020
Ohio ,73859,3138.0, ,20441,1134298.0,07-19-2020
South Carolina ,69986,1155.0,20 ,43926,610429.0,07-19-2020
Alabama ,67011,1287.0,1 ,35988,584387.0,07-19-2020
Indiana ,56571,2822.0,2 ,13027,614455.0,07-19-2020
Connecticut ,47893,4396.0, ,24212,627986.0,07-19-2020
Washington ,47137,1451.0, ,30762,791786.0,07-19-2020
Minnesota ,46204,1581.0,3 ,4622,853188.0,07-19-2020
Mississippi ,42638,1355.0,9 ,15351,391352.0,07-19-2020
Wisconsin ,41485,843.0, ,8638,765128.0,07-19-2020
Colorado ,39788,1752.0, ,23766,432848.0,07-19-2020
Iowa ,38649,793.0,4 ,9979,415933.0,07-19-2020
Nevada ,35765,647.0,1 ,12207,490644.0,07-19-2020
Missouri ,34461,1164.0, ,26309,603836.0,07-19-2020
Utah ,33332,243.0, ,12668,536950.0,07-19-2020
Arkansas ,32533,357.0, ,6884,419171.0,07-19-2020
Veteran Affairs ,32394,1880.0,7 ,6270,404329.0,07-19-2020
US Military ,29047,46.0, ,17086,,07-19-2020
Oklahoma ,25265,451.0, ,5348,479547.0,07-19-2020
Nebraska ,22481,301.0, ,5379,232654.0,07-19-2020
Kansas ,22223,307.0,1 ,9490,249353.0,07-19-2020
Kentucky ,22184,667.0, ,14693,529481.0,07-19-2020
Rhode Island ,17793,990.0, ,15086,304770.0,07-19-2020
New Mexico ,16736,569.0, ,9431,460664.0,07-19-2020
Idaho ,14302,119.0, ,10194,145303.0,07-19-2020
Oregon ,14149,257.0, ,10667,330793.0,07-19-2020
Delaware ,13519,523.0, ,5509,150757.0,07-19-2020
Puerto Rico ,12063,178.0, ,10526,464073.0,07-19-2020
District Of Columbia ,11261,578.0, ,8806,147765.0,07-19-2020
Federal Prisons ,10258,98.0, ,4055,31947.0,07-19-2020
Navajo Nation ,8536,412.0, ,4993,66855.0,07-19-2020
South Dakota ,7862,116.0, ,855,97248.0,07-19-2020
New Hampshire ,6188,396.0, ,571,167802.0,07-19-2020
North Dakota ,5019,92.0,2 ,796,133854.0,07-19-2020
West Virginia ,4983,100.0, ,1256,226616.0,07-19-2020
Maine ,3687,117.0, ,434,142913.0,07-19-2020
Montana ,2533,37.0, ,1421,131879.0,07-19-2020
Wyoming ,2126,25.0,1 ,490,62594.0,07-19-2020
Alaska ,1795,18.0, ,1069,168363.0,07-19-2020
Hawaii ,1354,24.0, ,311,126454.0,07-19-2020
Vermont ,1350,56.0, ,169,80446.0,07-19-2020
Guam ,314,5.0, ,87,18389.0,07-19-2020
United States Virgin Islands ,283,6.0, ,144,6654.0,07-19-2020
Grand Princess Ship ,103,3.0, ,100,,07-19-2020
Northern Mariana Islands ,37,2.0, ,16,11335.0,07-19-2020
New York ,434610,32571.0,1 ,156784,5164812.0,07-20-2020
California ,391084,7716.0,3 ,278628,6286852.0,07-20-2020
Florida ,360394,5075.0,90 ,316879,3052106.0,07-20-2020
Texas ,339210,4063.0, ,162211,3207857.0,07-20-2020
New Jersey ,183040,15787.0,6 ,59038,1802874.0,07-20-2020
Illinois ,162750,7488.0, ,16657,2244511.0,07-20-2020
Arizona ,145183,2784.0,23 ,124250,995510.0,07-20-2020
Georgia ,143123,3173.0, ,116879,1455776.0,07-20-2020
Massachusetts ,113534,8431.0, ,9713,1120048.0,07-20-2020
Pennsylvania ,105719,7085.0,1 ,21854,1041028.0,07-20-2020
North Carolina ,101046,1667.0, ,32255,1423888.0,07-20-2020
Louisiana ,94892,3576.0,31 ,38028,1102924.0,07-20-2020
Michigan ,81868,6366.0, ,20340,1702773.0,07-20-2020
Maryland ,78685,3382.0,5 ,69959,943853.0,07-20-2020
Virginia ,78375,2031.0,4 ,66327,1011742.0,07-20-2020
Tennessee ,78115,843.0, ,32953,1196543.0,07-20-2020
Ohio ,74966,3178.0, ,20720,1158737.0,07-20-2020
